# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  3 21:14:07 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
#
pl_name,default_flag,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj
K2-260 b,1,Transit,2018,2.62666570,17.396,1.552,451.31860,1.42000
K2-261 b,1,Transit,2018,11.63344000,9.528,0.850,70.87609,0.22300
K2-263 b,1,Transit,2018,50.81894700,2.410,0.215,14.80000,0.04657
K2-264 b,1,Transit,2018,5.84000200,2.231,0.199,,
K2-264 c,1,Transit,2018,19.66030200,2.668,0.238,,
K2-265 b,1,Transit,2018,2.36917200,1.710,0.153,6.54000,0.02058
K2-266 b,1,Transit,2018,0.65852400,3.300,0.294,11.26782,0.03545
K2-266 c,1,Transit,2018,7.81400000,0.705,0.063,0.29013,0.00091
K2-266 d,1,Transit,2018,14.69700000,2.930,0.261,8.90000,0.02800
K2-266 e,1,Transit,2018,19.48200000,2.730,0.244,14.30000,0.04499
K2-268 b,1,Transit,2018,2.15189400,1.410,0.126,,
K2-268 c,1,Transit,2018,9.32684100,2.690,0.240,,
K2-269 b,1,Transit,2018,4.14496500,1.570,0.140,,
K2-27 b,1,Transit,2016,6.77131500,4.480,0.400,30.90000,0.09722
K2-270 b,1,Transit,2018,1.54306900,1.380,0.123,,
K2-270 c,1,Transit,2018,4.40002800,2.950,0.263,,
K2-271 b,1,Transit,2018,8.56242100,7.280,0.649,,
K2-272 b,1,Transit,2018,14.45353300,2.910,0.260,,
K2-273 b,1,Transit,2018,11.71633200,4.420,0.394,,
K2-274 b,1,Transit,2018,14.12971400,2.200,0.196,,
K2-275 b,1,Transit,2018,3.28096100,2.240,0.200,,
K2-275 c,1,Transit,2018,8.43875600,2.340,0.209,,
K2-276 b,1,Transit,2018,18.71826900,3.770,0.336,,
K2-277 b,1,Transit,2018,6.32676300,2.070,0.185,,
K2-278 b,1,Transit,2018,3.33496600,2.980,0.266,,
K2-279 b,1,Transit,2018,7.12260500,1.210,0.108,,
K2-28 b,1,Transit,2016,2.26045500,2.320,0.207,,
K2-280 b,1,Transit,2018,19.89520200,7.670,0.684,,
K2-281 b,1,Transit,2018,8.68772100,8.180,0.730,,
K2-282 b,1,Transit,2018,4.16983600,2.820,0.252,,
K2-283 b,1,Transit,2018,1.92103600,3.520,0.314,,
K2-284 b,1,Transit,2018,4.79506900,2.780,0.248,,
K2-285 b,1,Transit,2018,3.47174500,2.590,0.231,9.68000,0.03046
K2-285 c,1,Transit,2018,7.13804800,3.530,0.315,15.68000,0.04933
K2-285 d,1,Transit,2018,10.45582000,2.480,0.221,6.50000,0.02045
K2-285 e,1,Transit,2018,14.76289000,1.950,0.174,10.70000,0.03367
K2-286 b,1,Transit,2018,27.35900000,2.100,0.187,,
K2-287 b,1,Transit,2018,14.89329100,9.494,0.847,100.11645,0.31500
K2-288 B b,1,Transit,2018,31.39346300,1.900,0.170,,
K2-289 b,1,Transit,2019,13.15696900,9.100,0.812,,
K2-29 b,1,Transit,2016,3.25883210,13.339,1.190,232.01590,0.73000
K2-290 b,1,Transit,2019,9.21165000,3.060,0.273,10.90000,0.03430
K2-290 c,1,Transit,2019,48.36685000,11.276,1.006,246.00042,0.77400
K2-291 b,1,Transit,2019,2.22517700,1.589,0.142,6.49000,0.02042
K2-292 b,1,Transit,2019,16.98410000,2.630,0.235,24.50000,0.07709
K2-293 b,1,Transit,2019,13.12250000,2.450,0.219,,
K2-294 b,1,Transit,2019,2.50387000,1.660,0.148,,
K2-295 b,1,Transit,2018,4.02486700,10.054,0.897,106.47305,0.33500
K2-3 b,1,Transit,2015,10.05462600,,,6.48000,0.02039
K2-3 c,1,Transit,2015,24.64658200,,,2.14000,0.00673
K2-3 d,1,Transit,2015,44.55646000,,,2.80000,0.00881
K2-30 b,1,Transit,2016,4.09850300,11.646,1.039,184.02357,0.57900
K2-308 b,1,Transit,2019,3.38628000,9.916,0.884,,
K2-31 b,1,Transit,2016,1.25785000,11.882,1.060,563.83042,1.77400
K2-315 b,1,Transit,2020,3.14431890,0.950,0.085,,
K2-316 b,1,Transit,2020,1.13300000,1.330,0.119,,
K2-316 c,1,Transit,2020,5.26000000,1.830,0.163,,
K2-317 b,1,Transit,2020,6.22000000,2.930,0.261,,
K2-318 b,1,Transit,2020,7.01000000,1.660,0.148,,
K2-319 b,1,Transit,2020,26.68000000,2.790,0.249,,
K2-32 b,1,Transit,2016,8.99200000,5.299,0.473,15.00000,0.04720
K2-32 c,1,Transit,2016,20.66093000,3.134,0.280,8.10000,0.02549
K2-32 d,1,Transit,2016,31.71701000,3.484,0.311,6.70000,0.02108
K2-32 e,1,Transit,2019,4.34934000,1.212,0.108,2.10000,0.00661
K2-320 b,1,Transit,2020,1.99500000,2.620,0.234,,
K2-321 b,1,Transit,2020,2.29800000,1.950,0.174,,
K2-322 b,1,Transit,2020,8.20500000,1.920,0.171,,
K2-323 b,1,Transit,2020,24.93000000,2.100,0.187,,
K2-324 b,1,Transit,2020,3.26200000,2.430,0.217,,
K2-325 b,1,Transit,2020,6.93000000,2.200,0.196,,
K2-326 b,1,Transit,2020,1.25600000,2.280,0.203,,
K2-329 b,1,Transit,2020,12.45512250,8.676,0.774,82.63580,0.26000
K2-33 b,1,Transit,2016,5.42486500,5.040,0.450,1175.97100,3.70000
K2-34 b,1,Transit,2016,2.99563300,13.960,1.245,,
K2-35 b,1,Transit,2016,2.39996400,1.320,0.118,,
K2-35 c,1,Transit,2016,5.60835200,1.930,0.172,,
K2-36 b,1,Transit,2016,1.42261400,1.430,0.128,3.90000,0.01227
K2-36 c,1,Transit,2016,5.34088800,3.200,0.285,7.80000,0.02454
K2-37 b,1,Transit,2016,4.44117000,1.610,0.144,,
K2-37 c,1,Transit,2016,6.42904000,2.750,0.245,,
K2-37 d,1,Transit,2016,14.09189000,2.730,0.244,,
K2-38 b,1,Transit,2016,4.01593000,1.906,0.170,19.06980,0.06000
K2-38 c,1,Transit,2016,10.56103000,2.420,0.216,9.90000,0.03115
K2-39 b,1,Transit,2016,4.60543000,6.277,0.560,28.60470,0.09000
K2-4 b,1,Transit,2015,10.00341700,2.100,0.187,,
K2-42 b,1,Transit,2016,6.68796000,2.150,0.192,,
K2-43 b,1,Transit,2016,3.47114900,4.510,0.402,,
K2-43 c,1,Transit,2019,2.19888400,2.420,0.216,,
K2-44 b,1,Transit,2016,5.65700000,2.433,0.217,,
K2-45 b,1,Transit,2016,1.72926840,6.710,0.599,,
K2-46 b,1,Transit,2016,19.15410000,2.050,0.183,,
K2-47 b,1,Transit,2016,31.63720000,1.890,0.169,,
K2-48 b,1,Transit,2016,20.50650000,2.240,0.200,,
K2-49 b,1,Transit,2016,2.77065000,1.930,0.172,,
K2-5 b,1,Transit,2015,5.73594000,1.910,0.170,,
K2-5 c,1,Transit,2015,10.93241000,2.260,0.202,,
K2-50 b,1,Transit,2016,8.75290000,1.590,0.142,,
K2-52 b,1,Transit,2016,3.53505500,18.000,1.606,,
K2-53 b,1,Transit,2016,12.20772000,2.600,0.232,,
K2-54 b,1,Transit,2016,9.78430000,1.150,0.103,,
K2-55 b,1,Transit,2016,2.84925800,3.820,0.341,,
K2-57 b,1,Transit,2016,9.00630000,2.100,0.187,,
K2-58 b,1,Transit,2016,7.05254000,2.680,0.239,,
K2-58 c,1,Transit,2016,2.53726000,1.620,0.145,,
K2-58 d,1,Transit,2016,22.88270000,1.710,0.153,,
K2-59 b,1,Transit,2016,20.69210000,2.410,0.215,,
K2-59 c,1,Transit,2016,11.29540000,2.300,0.205,,
K2-6 b,1,Transit,2015,30.94191000,2.500,0.223,,
K2-60 b,1,Transit,2016,3.00265000,7.656,0.683,135.39558,0.42600
K2-61 b,1,Transit,2016,2.57302000,2.480,0.221,,
K2-62 b,1,Transit,2016,6.67202000,2.140,0.191,,
K2-62 c,1,Transit,2016,16.19660000,2.140,0.191,,
K2-63 b,1,Transit,2016,20.25700000,3.220,0.287,,
K2-63 c,1,Transit,2016,25.45560000,3.900,0.348,,
K2-64 b,1,Transit,2016,6.53044000,2.070,0.185,,
K2-65 b,1,Transit,2016,12.64750000,1.580,0.141,,
K2-66 b,1,Transit,2016,5.06963000,2.490,0.222,21.30000,0.06702
K2-68 b,1,Transit,2016,8.05428000,1.580,0.141,,
K2-69 b,1,Transit,2016,7.06599000,2.320,0.207,,
K2-7 b,1,Transit,2015,28.67992000,2.670,0.238,,
K2-70 b,1,Transit,2016,13.97896000,2.890,0.258,,
K2-71 b,1,Transit,2016,6.98541000,2.150,0.192,,
K2-72 b,1,Transit,2016,5.57721200,1.080,0.096,,
K2-72 c,1,Transit,2016,15.18903400,1.160,0.103,,
K2-72 d,1,Transit,2016,7.76017800,1.010,0.090,,
K2-72 e,1,Transit,2016,24.15886800,1.290,0.115,,
K2-73 b,1,Transit,2016,7.49543000,2.450,0.219,,
K2-74 b,1,Transit,2016,19.56660000,2.310,0.206,,
K2-75 b,1,Transit,2016,7.81420000,2.670,0.238,,
K2-75 c,1,Transit,2016,18.31100000,2.770,0.247,,
K2-77 b,1,Transit,2016,8.19979600,2.300,0.205,603.87700,1.90000
K2-79 b,1,Transit,2016,10.99573000,3.690,0.329,,
K2-8 b,1,Transit,2015,10.35239000,3.580,0.319,,
K2-8 c,1,Transit,2016,5.06416000,2.410,0.215,,
K2-80 b,1,Transit,2016,19.09180000,2.010,0.179,,
K2-80 c,1,Transit,2016,5.60500000,1.470,0.131,,
K2-80 d,1,Transit,2018,28.86725300,2.552,0.228,,
K2-81 b,1,Transit,2016,6.10232500,1.970,0.176,,
K2-83 b,1,Transit,2016,2.74697000,1.244,0.111,,
K2-83 c,1,Transit,2016,9.99767000,1.483,0.132,,
K2-84 b,1,Transit,2016,6.42150000,2.410,0.215,,
K2-84 c,1,Transit,2016,27.86000000,2.030,0.181,,
K2-85 b,1,Transit,2016,0.68453300,1.010,0.090,,
K2-86 b,1,Transit,2016,8.77683000,1.960,0.175,,
K2-87 b,1,Transit,2016,9.72661800,7.600,0.678,,
K2-88 b,1,Transit,2016,4.61220000,1.230,0.110,,
K2-89 b,1,Transit,2016,1.09602600,0.615,0.055,,
K2-9 b,1,Transit,2015,18.44980000,2.250,0.201,,
K2-90 b,1,Transit,2016,13.73331400,2.600,0.232,,
K2-90 c,1,Transit,2016,2.90070600,1.300,0.116,,
K2-91 b,1,Transit,2016,1.41954900,1.100,0.098,,
K2-95 b,1,Transit,2016,10.13401600,3.880,0.346,,
K2-97 b,1,Transit,2016,8.40672600,10.610,0.947,,
K2-98 b,1,Transit,2016,10.13644800,5.200,0.464,,
K2-99 b,1,Transit,2016,18.25198500,11.730,1.046,,
KELT-1 b,1,Transit,2012,1.21751400,12.442,1.110,8654.15000,27.23000
KELT-10 b,1,Transit,2016,4.16627390,15.681,1.399,215.80657,0.67900
KELT-11 b,1,Transit,2017,4.73610000,15.132,1.350,54.34893,0.17100
KELT-12 b,1,Transit,2017,5.03162300,19.952,1.780,301.93850,0.95000
KELT-14 b,1,Transit,2016,1.71005660,19.537,1.743,408.09372,1.28400
KELT-15 b,1,Transit,2016,3.32944000,19.504,1.740,416.35730,1.31000
KELT-16 b,1,Transit,2017,0.96899510,15.861,1.415,874.03250,2.75000
KELT-17 b,1,Transit,2016,3.08017160,17.094,1.525,416.35730,1.31000
KELT-18 b,1,Transit,2017,2.87175180,17.598,1.570,375.03940,1.18000
KELT-19 A b,1,Transit,2017,4.61170930,21.409,1.910,1293.56810,4.07000
KELT-2 A b,1,Transit,2012,4.11379000,15.132,1.350,540.31100,1.70000
KELT-20 b,1,Transit,2017,3.47410850,19.515,1.741,1074.90106,3.38200
KELT-21 b,1,Transit,2018,3.61276470,17.777,1.586,1242.71530,3.91000
KELT-23 A b,1,Transit,2019,2.25525100,14.830,1.323,298.12454,0.93800
KELT-24 b,1,Transit,2019,5.55149260,14.258,1.272,1646.35940,5.18000
KELT-3 b,1,Transit,2013,2.70339000,17.486,1.560,616.59020,1.94000
KELT-4 A b,1,Transit,2016,2.98959320,19.044,1.699,286.68266,0.90200
KELT-6 b,1,Transit,2014,7.84570000,14.572,1.300,165.27160,0.52000
KELT-6 c,1,Radial Velocity,2015,1276.00000000,,,1179.14930,3.71000
KELT-7 b,1,Transit,2015,2.73477000,17.934,1.600,441.78370,1.39000
KELT-8 b,1,Transit,2015,3.24406000,18.159,1.620,209.76780,0.66000
KELT-9 b,1,Transit,2017,1.48112350,21.196,1.891,915.35040,2.88000
KIC 10001893 b,1,Orbital Brightness Modulation,2014,0.21970000,,,,
KIC 10001893 c,1,Orbital Brightness Modulation,2014,0.32528000,,,,
KIC 10001893 d,1,Orbital Brightness Modulation,2014,0.81161000,,,,
KIC 10525077 b,1,Transit,2015,854.08300000,5.500,0.491,,
KIC 3558849 b,1,Transit,2015,1322.30000000,6.900,0.616,,
KIC 5095269 b,1,Eclipse Timing Variations,2017,237.68977000,,,2445.06619,7.69300
KIC 5437945 b,1,Transit,2015,440.78130000,6.400,0.571,,
KIC 5951458 b,1,Transit,2015,1320.10000000,6.600,0.589,,
KIC 7917485 b,1,Pulsation Timing Variations,2016,840.00000000,,,3750.39400,11.80000
KIC 8540376 b,1,Transit,2015,31.80990000,4.100,0.366,,
KIC 8540376 c,1,Transit,2015,75.20000000,2.400,0.214,,
KIC 9663113 b,1,Transit,2015,572.38470000,4.600,0.410,,
KMT-2016-BLG-0212L b,1,Microlensing,2018,,,,5700.00000,18.00000
KMT-2016-BLG-1107L b,1,Microlensing,2019,,,,1043.00000,3.28300
KMT-2016-BLG-1397L b,1,Microlensing,2018,,,,2200.00000,7.00000
KMT-2016-BLG-1820L b,1,Microlensing,2018,,,,1450.00000,4.57000
KMT-2016-BLG-1836L b,1,Microlensing,2019,,,,700.00000,2.20000
KMT-2016-BLG-2142L b,1,Microlensing,2018,,,,4923.00000,15.49000
KMT-2016-BLG-2364L b,1,Microlensing,2020,,,,1250.00000,3.93000
KMT-2016-BLG-2397L b,1,Microlensing,2020,,,,836.00000,2.63000
KMT-2017-BLG-0165L b,1,Microlensing,2018,,,,34.00000,0.11000
KMT-2017-BLG-1038L b,1,Microlensing,2019,,,,640.00000,2.00000
KMT-2017-BLG-1146L b,1,Microlensing,2019,,,,230.00000,0.71000
KMT-2018-BLG-0029L b,1,Microlensing,2020,,,,7.59000,0.02390
KMT-2018-BLG-0748L b,1,Microlensing,2020,,,,60.00000,0.19000
KMT-2018-BLG-1292L b,1,Microlensing,2020,,,,1400.00000,4.42000
KMT-2018-BLG-1990L b,1,Microlensing,2019,,,,111.00000,0.34800
KMT-2019-BLG-0842L b,1,Microlensing,2020,,,,10.28000,0.03234
KMT-2019-BLG-1339L b,1,Microlensing,2020,,,,397.00000,1.25000
KMT-2019-BLG-1953L b,1,Microlensing,2020,,,,200.00000,0.64000
KOI-12 b,1,Transit,2015,17.85518200,13.787,1.230,349.61300,1.10000
KOI-1257 b,1,Transit,2014,86.64766100,10.540,0.940,460.83000,1.45000
KOI-13 b,1,Transit,2011,1.76358800,16.948,1.512,2949.46240,9.28000
KOI-142 b,1,Transit,2013,10.91647000,3.438,0.307,9.50000,0.03000
KOI-142 c,1,Transit,2013,22.26492000,,,214.10000,0.67400
KOI-1599.01,1,Transit,2019,20.44150000,1.900,0.170,4.60000,0.01447
KOI-1599.02,1,Transit,2019,13.60880000,1.900,0.170,9.00000,0.02832
KOI-1783.01,1,Transit,2020,134.46280000,8.860,0.790,71.00000,0.22339
KOI-1783.02,1,Transit,2020,284.21500000,5.440,0.485,15.00000,0.04720
KOI-217 b,1,Transit,2010,3.90512000,12.442,1.110,,
KOI-351 b,1,Transit,2013,7.00815100,1.310,0.117,,
KOI-351 c,1,Transit,2013,8.71937500,1.190,0.106,,
KOI-351 d,1,Transit,2013,59.73667000,2.870,0.256,,
KOI-351 e,1,Transit,2013,91.93913000,2.660,0.237,,
KOI-351 f,1,Transit,2013,124.91440000,2.880,0.257,,
KOI-351 g,1,Transit,2013,210.60697000,8.100,0.723,,
KOI-351 h,1,Transit,2013,331.60059000,11.300,1.008,,
KOI-3680 b,1,Transit,2018,141.24167100,11.097,0.990,613.41190,1.93000
KOI-55 b,1,Orbital Brightness Modulation,2011,0.24010400,0.759,0.068,0.44000,0.00140
KOI-55 c,1,Orbital Brightness Modulation,2011,0.34288700,0.867,0.077,0.65500,0.00210
KOI-94 b,1,Transit,2013,3.74320800,1.710,0.153,10.50000,0.03300
KOI-94 c,1,Transit,2013,10.42364800,4.320,0.385,15.60000,0.04900
KOI-94 d,1,Transit,2013,22.34298900,11.270,1.005,106.00000,0.33400
KOI-94 e,1,Transit,2013,54.32031000,6.560,0.585,35.00000,0.11000
KPS-1 b,1,Transit,2018,1.70629100,11.545,1.030,346.43470,1.09000
Kapteyn c,1,Radial Velocity,2014,121.54000000,,,7.00000,0.02200
Kepler-10 b,1,Transit,2011,0.83749100,1.481,0.132,4.60853,0.01450
Kepler-10 c,1,Transit,2011,45.29460000,,,7.37000,0.02319
Kepler-100 b,1,Transit,2014,6.88705000,1.320,0.118,7.34000,0.02300
Kepler-100 c,1,Transit,2014,12.81590000,2.200,0.196,7.05000,0.02218
Kepler-100 d,1,Transit,2014,35.33310000,1.610,0.144,3.00000,0.00944
Kepler-1000 b,1,Transit,2016,120.01812720,4.760,0.425,,
Kepler-1001 b,1,Transit,2016,14.30511983,3.150,0.281,,
Kepler-1001 c,1,Transit,2020,9.18186000,1.578,0.141,,
Kepler-1002 b,1,Transit,2016,4.33642933,1.710,0.153,,
Kepler-1003 b,1,Transit,2016,3.55485691,1.780,0.159,,
Kepler-1004 b,1,Transit,2016,5.28789787,6.280,0.560,,
Kepler-1005 b,1,Transit,2016,6.49801525,1.500,0.134,,
Kepler-1006 b,1,Transit,2016,19.76172042,1.540,0.137,,
Kepler-1007 b,1,Transit,2016,5.18500207,1.440,0.128,,
Kepler-1008 b,1,Transit,2016,12.43931193,1.280,0.114,,
Kepler-1009 b,1,Transit,2016,11.35011917,2.170,0.194,,
Kepler-101 b,1,Transit,2014,3.48768120,5.770,0.510,51.10000,0.16000
Kepler-101 c,1,Transit,2014,6.02976000,1.250,0.112,3.78000,0.01000
Kepler-1010 b,1,Transit,2016,34.26857050,2.320,0.207,,
Kepler-1011 b,1,Transit,2016,5.75322197,2.870,0.256,,
Kepler-1012 b,1,Transit,2016,5.50860439,1.290,0.115,,
Kepler-1013 b,1,Transit,2016,18.93054959,2.150,0.192,,
Kepler-1014 b,1,Transit,2016,16.57110363,2.390,0.213,,
Kepler-1015 b,1,Transit,2016,16.00494214,3.550,0.317,,
Kepler-1016 b,1,Transit,2016,1.95452434,2.180,0.194,,
Kepler-1016 c,1,Transit,2016,105.65513690,3.680,0.328,,
Kepler-1017 b,1,Transit,2016,7.23400469,1.990,0.178,,
Kepler-1018 b,1,Transit,2016,49.10135140,2.580,0.230,,
Kepler-1019 b,1,Transit,2016,1.41122985,1.460,0.130,,
Kepler-102 b,1,Transit,2014,5.28696000,0.470,0.042,4.30000,0.01353
Kepler-102 c,1,Transit,2014,7.07142000,0.580,0.052,3.00000,0.00944
Kepler-102 d,1,Transit,2014,10.31170000,1.180,0.105,3.80000,0.01200
Kepler-102 e,1,Transit,2013,16.14570000,2.220,0.198,8.93000,0.02800
Kepler-102 f,1,Transit,2014,27.45360000,0.880,0.079,5.20000,0.01636
Kepler-1020 b,1,Transit,2016,96.91514960,2.280,0.203,,
Kepler-1021 b,1,Transit,2016,13.47469571,2.330,0.208,,
Kepler-1022 b,1,Transit,2016,10.99469878,2.360,0.211,,
Kepler-1023 b,1,Transit,2016,62.13877140,2.630,0.235,,
Kepler-1024 b,1,Transit,2016,66.41621330,3.910,0.349,,
Kepler-1025 b,1,Transit,2016,37.32294930,1.980,0.177,,
Kepler-1026 b,1,Transit,2016,36.51560530,2.210,0.197,,
Kepler-1027 b,1,Transit,2016,1.90780520,0.890,0.079,,
Kepler-1028 b,1,Transit,2016,2.51462432,1.330,0.119,,
Kepler-1029 b,1,Transit,2016,4.41769648,1.260,0.112,,
Kepler-103 b,1,Transit,2014,15.96540000,3.370,0.301,9.70000,0.03100
Kepler-103 c,1,Transit,2014,179.61200000,5.140,0.459,36.10000,0.11400
Kepler-1030 b,1,Transit,2016,19.32952416,2.480,0.221,,
Kepler-1031 b,1,Transit,2016,1.22621732,0.870,0.078,,
Kepler-1032 b,1,Transit,2016,3.29011795,1.870,0.167,,
Kepler-1033 b,1,Transit,2016,7.56052806,2.510,0.224,,
Kepler-1034 b,1,Transit,2016,12.12400943,2.260,0.202,,
Kepler-1035 b,1,Transit,2016,2.71407755,1.170,0.104,,
Kepler-1036 b,1,Transit,2016,122.88080580,3.010,0.269,,
Kepler-1037 b,1,Transit,2016,1.06378867,1.280,0.114,,
Kepler-1038 b,1,Transit,2016,148.46033820,3.530,0.315,,
Kepler-1039 b,1,Transit,2016,0.93488424,1.460,0.130,,
Kepler-104 b,1,Transit,2014,11.42754800,3.100,0.277,,
Kepler-104 c,1,Transit,2014,23.66820500,3.130,0.279,,
Kepler-104 d,1,Transit,2014,51.75539400,3.580,0.319,,
Kepler-1040 b,1,Transit,2016,201.12140000,2.080,0.186,,
Kepler-1041 b,1,Transit,2016,24.75764210,2.940,0.262,,
Kepler-1042 b,1,Transit,2016,10.13202575,2.190,0.195,,
Kepler-1043 b,1,Transit,2016,38.50533980,2.550,0.227,,
Kepler-1044 b,1,Transit,2016,6.77408868,2.670,0.238,,
Kepler-1045 b,1,Transit,2016,26.41045478,2.690,0.240,,
Kepler-1046 b,1,Transit,2016,14.37508035,1.710,0.153,,
Kepler-1047 b,1,Transit,2016,56.18868870,2.090,0.186,,
Kepler-1047 c,1,Transit,2016,3.18897601,0.990,0.088,,
Kepler-1048 b,1,Transit,2016,6.92101021,1.610,0.144,,
Kepler-1049 b,1,Transit,2016,3.27346074,0.950,0.085,,
Kepler-105 b,1,Transit,2013,5.41220000,4.810,0.429,,
Kepler-105 c,1,Transit,2014,7.12620000,1.310,0.117,4.60000,0.01447
Kepler-1050 b,1,Transit,2016,15.37875460,1.600,0.143,,
Kepler-1050 c,1,Transit,2016,21.12845690,1.480,0.132,,
Kepler-1051 b,1,Transit,2016,25.96200249,3.400,0.303,,
Kepler-1052 b,1,Transit,2016,34.85382760,2.930,0.261,,
Kepler-1053 b,1,Transit,2016,2.41435165,0.980,0.087,,
Kepler-1054 b,1,Transit,2016,4.30655689,2.630,0.235,,
Kepler-1055 b,1,Transit,2016,2.29503623,1.230,0.110,,
Kepler-1056 b,1,Transit,2016,27.49560600,3.010,0.269,,
Kepler-1057 b,1,Transit,2016,14.08827448,3.360,0.300,,
Kepler-1058 b,1,Transit,2016,110.96546000,2.720,0.243,,
Kepler-1059 b,1,Transit,2016,3.76419105,1.730,0.154,,
Kepler-106 b,1,Transit,2014,6.16486000,0.820,0.073,5.30000,0.01668
Kepler-106 c,1,Transit,2014,13.57080000,2.500,0.223,10.44000,0.03300
Kepler-106 d,1,Transit,2014,23.98020000,0.950,0.085,8.10000,0.02549
Kepler-106 e,1,Transit,2014,43.84450000,2.560,0.228,11.17000,0.03500
Kepler-1060 b,1,Transit,2016,46.87793670,2.380,0.212,,
Kepler-1061 b,1,Transit,2016,2.75798267,1.980,0.177,,
Kepler-1062 b,1,Transit,2016,9.30412078,1.760,0.157,,
Kepler-1063 b,1,Transit,2016,14.07971466,1.490,0.133,,
Kepler-1064 b,1,Transit,2016,16.54080322,1.550,0.138,,
Kepler-1065 b,1,Transit,2016,3.60930891,3.730,0.333,,
Kepler-1065 c,1,Transit,2016,2.37030743,1.600,0.143,,
Kepler-1066 b,1,Transit,2016,1.93155984,2.360,0.211,,
Kepler-1067 b,1,Transit,2016,0.76212926,0.800,0.071,,
Kepler-1068 b,1,Transit,2016,16.92344113,3.630,0.324,,
Kepler-1069 b,1,Transit,2016,23.89902960,1.600,0.143,,
Kepler-107 b,1,Transit,2014,3.18002180,1.536,0.137,3.51000,0.01104
Kepler-107 c,1,Transit,2014,4.90145200,1.597,0.142,9.39000,0.02954
Kepler-107 d,1,Transit,2014,7.95839000,0.860,0.077,3.80000,0.01196
Kepler-107 e,1,Transit,2014,14.74914300,2.903,0.259,8.60000,0.02706
Kepler-1070 b,1,Transit,2016,6.22161470,1.730,0.154,,
Kepler-1071 b,1,Transit,2016,6.17998440,2.380,0.212,,
Kepler-1072 b,1,Transit,2016,1.56906650,1.580,0.141,,
Kepler-1073 b,1,Transit,2016,8.67888593,2.300,0.205,,
Kepler-1073 c,1,Transit,2016,4.02582254,1.640,0.146,,
Kepler-1074 b,1,Transit,2016,5.94566534,1.250,0.112,,
Kepler-1075 b,1,Transit,2016,1.52372816,1.420,0.127,,
Kepler-1076 b,1,Transit,2016,6.14727918,0.800,0.071,,
Kepler-1077 b,1,Transit,2016,34.35118740,2.770,0.247,,
Kepler-1078 b,1,Transit,2016,3.00725242,1.900,0.170,,
Kepler-1079 b,1,Transit,2016,13.24503188,1.630,0.145,,
Kepler-108 b,1,Transit,2014,49.18392100,8.650,0.772,,
Kepler-108 c,1,Transit,2014,190.32349400,8.180,0.730,,
Kepler-1080 b,1,Transit,2016,77.25483960,3.280,0.293,,
Kepler-1081 b,1,Transit,2016,3.85691855,1.010,0.090,,
Kepler-1082 b,1,Transit,2016,1.54320660,1.120,0.100,,
Kepler-1083 b,1,Transit,2016,33.41779930,3.360,0.300,,
Kepler-1084 b,1,Transit,2016,2.05333679,1.110,0.099,,
Kepler-1085 b,1,Transit,2016,219.32175280,7.220,0.644,,
Kepler-1085 c,1,Transit,2020,56.77710000,3.268,0.292,,
Kepler-1086 b,1,Transit,2016,18.78425728,2.440,0.218,,
Kepler-1086 c,1,Transit,2016,161.51633450,2.940,0.262,,
Kepler-1087 b,1,Transit,2016,0.69384285,0.610,0.054,,
Kepler-1088 b,1,Transit,2016,23.12748644,1.420,0.127,,
Kepler-1089 b,1,Transit,2016,5.13248562,1.830,0.163,,
Kepler-109 b,1,Transit,2014,6.48163000,2.370,0.211,7.30000,0.02297
Kepler-109 c,1,Transit,2014,21.22270000,2.520,0.225,21.80000,0.06859
Kepler-1090 b,1,Transit,2016,198.68017900,2.250,0.201,,
Kepler-1091 b,1,Transit,2016,1.43474156,1.460,0.130,,
Kepler-1092 b,1,Transit,2016,58.60179250,2.070,0.185,,
Kepler-1093 b,1,Transit,2016,25.08246260,1.950,0.174,,
Kepler-1093 c,1,Transit,2016,89.72229200,1.960,0.175,,
Kepler-1094 b,1,Transit,2016,78.10002310,3.180,0.284,,
Kepler-1095 b,1,Transit,2016,4.27103091,1.210,0.108,,
Kepler-1096 b,1,Transit,2016,2.89221751,1.240,0.111,,
Kepler-1097 b,1,Transit,2016,187.74702900,3.260,0.291,,
Kepler-1098 b,1,Transit,2016,2.54307286,1.300,0.116,,
Kepler-1099 b,1,Transit,2016,2.16845259,2.830,0.252,,
Kepler-11 b,1,Transit,2010,10.30390000,1.800,0.161,1.90000,0.00600
Kepler-11 c,1,Transit,2010,13.02410000,2.870,0.256,2.90000,0.00900
Kepler-11 d,1,Transit,2010,22.68450000,3.120,0.278,7.30000,0.02300
Kepler-11 e,1,Transit,2010,31.99960000,4.190,0.374,8.00000,0.02500
